Location	Category	Sub Category	Brand	Offer	Start Date	End Date
Mumbai	Dining	Standalone	Hotel Caf_ Vihar	15 % Discount on Total bill	"December 01, 2013"	"January 01, 2015"
Mumbai	Dining	Standalone	Saffron Spice	15 % Discount on Total bill	"December 01, 2013"	"January 01, 2015"
Mumbai	Dining	Standalone	Kiba Fine Dine	15 % Discount on Total bill	"December 01, 2013"	"January 01, 2015"
Mumbai	Dining	Standalone	Saffron Eatery and Bar	15% discount on food bill (ala carte menu)	"September 01, 2013"	"November 30, 2014"
Mumbai	Dining	Standalone	Bliss The Restobar	15% discount on food bill (ala carte menu)	"September 01, 2013"	"November 30, 2014"
Chennai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kanpur	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mysore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Ludhiana	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
New Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Jaipur	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Hyderabad	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
New Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Bangalore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Chennai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Dehradun	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
New Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Chandigarh	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Manipal	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Noida	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Baroda	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Bangalore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Amritsar	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Jammu	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Noida	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Gurgaon	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Karnal	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Bangalore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mysore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Dehradun	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Ghaziabad	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Ludhiana	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kanpur	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mohali	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Baroda	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Jallandhar	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Noida	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Jallandhar	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
New Delhi	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Ludhiana	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Kolkata	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Amritsar	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Indore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Indore	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Mumbai	Dining	Chain	Barista Lavazza	15% Off on total bill of Rs. 150 and above	"November 01, 2013"	"October 31, 2014"
Bangalore	Dining	Standalone	Neel	15% off on the food	"September 15, 2013"	"October 14, 2014"
noida	Dining	Standalone	Ice Cube	15% off on the food	"October 15, 2013"	"December 14, 2014"
Delhi	Dining	Standalone	Shesha Roof Top Caf_	15% off on the food	"October 15, 2013"	"December 14, 2014"
Delhi	Dining	Standalone	Moti Mahal Rajputana	15% off on the food	"October 15, 2013"	"December 14, 2014"
chandigarh	Dining	Standalone	Cabaacha(fine dining restaurant)	25% off on food	"November 15, 2013"	"December 14, 2014"
chandigarh	Dining	Standalone	Brew and co. (lounge and Bar)	25% off on food	"November 15, 2013"	"December 14, 2014"
chandigarh	Dining	Standalone	Jullundur Restaurant	25% off on food	"November 15, 2013"	"December 14, 2014"
chandigarh	Dining	Standalone	Saroor bar	25% off on food	"November 15, 2013"	"December 14, 2014"
chandigarh	Dining	Standalone	The Flavours	25% off on food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Blue Horizon	25% off on food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Short Circuit	25% off on food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Sun-n-Breeze	25% off on food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Royal Re-Treat	15% on ala carte food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Aloha Bar	15% on ala carte food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Chinese Express	15% on ala carte food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	English Garden Bar	15% off on food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Golden Tulip	15% off on food	"November 15, 2013"	"December 30, 2014"
chandigarh	Dining	Standalone	Kebabs Villa lounge bar	25% off on food	"October 30, 2013"	"November 30, 2014"
Ambala	Dining	Standalone	Dawat restaurant	15% off on food	"October 30, 2013"	"November 30, 2014"
Ambala	Dining	Standalone	Saroor Bar	15% off on food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Pragati Restaurant	25% on food 	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Navrang bar	25% on food 	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Ruunaq coffe house	25% on food 	"October 15, 2013"	"December 14, 2014"
chandigarh	Dining	Standalone	The Zodiac	20% on Food only	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Bean Bucket	20% on food only	"October 30, 2013"	"November 30, 2014"
Zirakpur	Dining	Standalone	Spice Caf_	20% on Food only	"October 30, 2013"	"November 30, 2014"
Zirakpur	Dining	Standalone	Deal Bar and Grill	20% on Food only	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	7 west world cuisine restro bar	20% on Food only	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	7 west world cuisine restro bar	20% on Food only	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Nirvana	15% off on food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Aqua Blue	20% off on food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	KC Cake Shop	20% off on food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Temptations restaurants bar	20% off on food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Curry's Restaurant	15% on food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Sippers	15% on food	"October 30, 2013"	"November 30, 2014"
chandigarh	Dining	Standalone	Pamodora	15% on food only	"October 30, 2013"	"November 30, 2014"
jaipur	Dining	Standalone	the great kabab factory	15% off on food	"November 15, 2013"	"December 14, 2014"
jaipur	Dining	Standalone	lounge bar	15% off on food	"November 15, 2013"	"December 14, 2014"
jaipur	Dining	Standalone	citrus caf_	15% off on Food and Soft Beverages	"December 01, 2013"	"November 30, 2014"
jaipur	Dining	Standalone	slounge	15% off on Food and Soft Beverages	"December 01, 2013"	"November 30, 2014"
jaipur	Dining	Standalone	latitude	15% off on Food and Soft Beverages	"December 01, 2013"	"November 30, 2014"
jaipur	Dining	Standalone	republic of noodles	15% off on Food and Soft Beverages	"December 01, 2013"	"November 30, 2014"
Mumbai	Dining	Standalone	The Beryl Club	15 % Discount on Total bill	"December 01, 2013"	"January 01, 2015"
Mumbai	Dining	Standalone	Solitaire Reastaurant	15 % Discount on Total bill	"December 01, 2013"	"January 01, 2015"
Mumbai	Dining	Standalone	Riveira	15 % Discount on Total bill	"December 01, 2013"	"January 01, 2015"
Mumbai 	Dining	Standalone	Picasso	15% off on FOOD BILL only	"December 01, 2013"	"January 01, 2015"
Mumbai	Dining	Standalone	7 Flags	15% off on FOOD BILL only	"December 01, 2013"	"January 01, 2015"
Mumbai	Dining	Standalone	Moulin 'D' or Cafe & Grills	15 % Discount on Total bill	"December 01, 2013"	"January 01, 2015"
Mumbai	Dining	Standalone	Koli World	15 % Discount on Total bill	"December 01, 2013"	"January 01, 2015"
Mumbai	Dining	Standalone	Boveda Restaurant	15% off on FOOD BILL only	"December 01, 2013"	"January 01, 2015"
Mumbai	Dining	Standalone	Caf_ Chikita	15 % Discount on Total bill	"December 01, 2013"	"January 01, 2015"
Mumbai	Dining	Standalone	Italian Pizzas	15 % Discount on Total bill	"December 01, 2013"	"January 01, 2015"
Mumbai 	Dining	Standalone	Smokin Joes	15 % Discount on Total bill	"December 01, 2013"	"January 01, 2015"
Mumbai 	Dining	Standalone	Lalit Fine Dine	15% off on FOOD BILL only	"December 01, 2013"	"January 01, 2015"
Mumbai 	Dining	Standalone	Picasso Resort	15% off on FOOD BILL only	"December 01, 2013"	"January 01, 2015"
Kolkata	Dining	Standalone	Drishti	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	The Park Pavilion	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	Dawat-e-shiraz	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	Rio Caf_	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	News Restaurant	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	Aashwadhan	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	Xrong Place	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	China Huas	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	Panda Junction	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	The Flying Monk	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	Vibhor	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	Mio Amore	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	La Grilia	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
New Delhi	Dining	Standalone	Gravity	15% Discount on Total Bill	"December 01, 2013"	"Febaruary 01, 2015"
New Delhi	Dining	Standalone	Eden Kitchen & Bar	15% Discount on Total Bill	"December 01, 2013"	"Febaruary 01, 2015"
New Delhi	Dining	Standalone	O Bar	15% Discount on Total Bill	"December 01, 2013"	"Febaruary 01, 2015"
NEW DELHI	Dining	Standalone	Le Shamrock	15% Discount on Total Bill	"December 01, 2013"	"Febaruary 01, 2015"
New Delhi	Dining	Standalone	Punjabi Haveli	15% Discount on Total Bill	"December 01, 2013"	"Febaruary 01, 2015"
New Delhi	Dining	Standalone	Budapest World	15% Discount on Total Bill	"December 01, 2013"	"Febaruary 01, 2015"
New Delhi	Dining	Standalone	Boheme Caf_ bar	15% on food & non alcholic beverages	"December 01, 2013"	"Febaruary 01, 2015"
New Delhi	Dining	Standalone	Themis	15% Discount on Total Bill	"December 01, 2013"	"Febaruary 01, 2015"
Gurgaon	Dining	Standalone	Grill & Wok	15% Discount on Total Bill	"December 01, 2013"	"Febaruary 01, 2015"
New Delhi	Dining	Standalone	Cross Roads Res	15% Discount on Total Bill	"December 01, 2013"	"Febaruary 01, 2015"
New Delhi	Dining	Standalone	Jade Garden	15% on food & non alcholic beverages	"December 01, 2013"	"Febaruary 01, 2015"
New Delhi	Dining	Standalone	Bromfy Public House	15% Discount on Total Bill	"December 01, 2013"	"Febaruary 01, 2015"
Bangalore	Dining	Standalone	Citrine Hotel	15% off on the food	"October 01, 2013"	"December 31, 2014"
Bangalore	Dining	Standalone	Cinnamon	15% off on the food	"October 01, 2013"	"December 31, 2014"
Bangalore	Dining	Standalone	Glacier	15% off on the food	"October 01, 2013"	"December 31, 2014"
Bangalore	Dining	Standalone	Pai Group	15% off on the bill	"November 20, 2013"	"December 31, 2014"
Bangalore	Dining	Standalone	Gufha	15% off on the bill	"November 20, 2013"	"December 31, 2014"
Bangalore	Dining	Standalone	ISYS	15% off on the bill	"November 20, 2013"	"December 31, 2014"
Bangalore	Dining	Standalone	The Royal Corner	15% off on the bill	"November 20, 2013"	"December 31, 2014"
Bangalore	Dining	Standalone	The Panda House	15% off on the bill	"November 20, 2013"	"December 31, 2014"
Bangalore	Dining	Standalone	The Upper Deck	15% off on the bill	"November 20, 2013"	"December 31, 2014"
Bangalore	Dining	Standalone	Princess	15% off on the bill	"November 20, 2013"	"December 31, 2014"
Bangalore	Dining	Standalone	Tiffin Room	15% off on the food	"January 01, 2014"	"Febaruary 01, 2015"
Bangalore	Dining	Standalone	Tiffin Bar	15% off on the food	"January 01, 2014"	"Febaruary 01, 2015"
Bangalore	Dining	Standalone	Pesha Bar and Grill	15% off on the food	"January 01, 2014"	"Febaruary 01, 2015"
Bangalore	Dining	Standalone	The Infantry Hotel	20% off on the Food	"January 01, 2014"	"Febaruary 01, 2015"
Chennai	Dining	Standalone	Silver Bar	15% Discount on Food	"October 10, 2013"	"September 12,2014"
Chennai	Dining	Standalone	Elite 	15% Discount on Food	"October 10, 2013"	"September 12,2014"
Chennai	Dining	Standalone	Vestin park	15% Discount on Food	"October 10, 2013"	"September 12,2014"
Chennai	Dining	Standalone	Brew Bites	15% Discount on Food	"October 10, 2013"	"September 12,2014"
Chennai	Dining	Standalone	Night Queen	15% Discount on Food	"October 10, 2013"	"September 12,2014"
Chennai	Dining	Standalone	Merge	15% Discount on Food	"October 10, 2013"	"September 12,2014"
Chennai	Dining	Standalone	Eatalica	15% off on Total bill	"October 10, 2013"	"September 12,2014"
Chennai	Dining	Standalone	Grt Grand	15% off on Food & Beverage	"October 10, 2013"	"September 12,2014"
Thane	Dining	Chain	KFC	15% off on a la carte food bill only	"October 10, 2013"	"September 12,2014"
Thane	Dining	Chain	KFC	15% off on a la carte food bill only	"October 10, 2013"	"September 12,2014"
Thane	Dining	Chain	KFC	15% off on a la carte food bill only	"October 10, 2013"	"September 12,2014"
Thane	Dining	Chain	KFC	15% off on a la carte food bill only	"October 10, 2013"	"September 12,2014"
Pune	Dining	Chain	KFC	15% off on a la carte food bill only	"October 10, 2013"	"September 12,2014"
Pune	Dining	Chain	KFC	15% off on a la carte food bill only	"October 10, 2013"	"September 12,2014"
Pune	Dining	Chain	KFC	15% off on a la carte food bill only	"October 10, 2013"	"September 12,2014"
Pune	Dining	Chain	KFC	15% off on a la carte food bill only	"October 10, 2013"	"September 12,2014"
Pune	Dining	Chain	KFC	15% off on a la carte food bill only	"October 10, 2013"	"September 12,2014"
Mumbai	Dining	Standalone	Kolonial Restaurant	15% off on FOOD BILL only	"December 01, 2013"	"January 01, 2015"
Mumbai	Dining	Standalone	Mehmaan Restaurant	15% off on FOOD BILL only	"December 10, 2013"	"October 01, 2014"
New Delhi	Dining	Standalone	Basil Tree	15% only on Food	"December 01, 2013"	"Febaruary 01, 2015"
Mumbai	Dining	Standalone	Zephyr Restobar	15% off on Food Bill of Ala carte  only-	"January 14, 2014"	"January 31, 2015"
Mumbai	Dining	Standalone	Goa Portuguesa Restobar	20% off on Lunch Food Bill and 15% off on Dinner Food Bill	"January 02, 2014"	"January 01, 2015"
Mumbai	Dining	Standalone	Dakshin Culture curry	20% off on Lunch Food Bill and 15% off on Dinner Food Bill	"January 02, 2014"	"January 01, 2015"
Mumbai	Dining	Standalone	Goa Portuguesa Restobar	20% off on Lunch Food Bill and 15% off on Dinner Food Bill	"January 02, 2014"	"January 01, 2015"
Mumbai	Dining	Standalone	Dakshin Culture curry	20% off on Lunch Food Bill and 15% off on Dinner Food Bill	"January 02, 2014"	"January 01, 2015"
Mumbai	Dining	Chain	Diva Maharashtra	20% off on Lunch Food Bill and 15% off on Dinner Food Bill	"January 02, 2014"	"January 01, 2015"
Pune	Dining	Chain	Mainland China	Special offer	"January 02, 2014"	"January 01, 2015"
Gurgaon	Dining	Chain	Mainland China	Special offer	"January 02, 2014"	"January 01, 2015"
jaipur	Dining	Chain	Mainland China	Special offer	"January 02, 2014"	"January 01, 2015"
Chennai	Dining	Chain	Mainland China	Special offer	"January 02, 2014"	"January 01, 2015"
Chennai	Dining	Chain	Sigree	Special offer	"January 02, 2014"	"January 01, 2015"
Mumbai	Dining	Standalone	Town House Cafe- BAR N GRILL	15 % on food Bill	"Fenruary 06, 2014"	"January 05, 2015"
Mumbai	Dining	Standalone	Kosho	15 % on food Bill	"December 02, 2014"	"February 11, 2015"
Mumbai	Dining	Standalone	The Den	15 % on food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Chain	Sizzle Caf_	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Chain	Sizzle Caf_	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Standalone	Sizzle Caf_	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Standalone	Brass Monkey	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Chain	Golden Chariot	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Chain	Golden Chariot	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Chain	Golden Chariot	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Chain	Golden Chariot	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Chain	Moti Mahal Delux	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Udaipur	Dining	Standalone	Rockkwood Restaurant	20 % off on published rates (as per card rate)	"September 15, 2013"	"September 15, 2014"
Mumbai	Dining	Standalone	Sizzle Caf_	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Standalone	Brass Monkey	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Chain	Golden Chariot	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Chain	Golden Chariot	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Chain	Golden Chariot	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Chain	Golden Chariot	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Mumbai	Dining	Chain	Moti Mahal Delux	15% On Food Bill	"February 11, 2014"	"February 10, 2015"
Udaipur	Dining	Standalone	Rockkwood Restaurant	20 % off on published rates (as per card rate)	"September 15, 2013"	"September 15, 2014"
